"부산광역시","여자","55~59세",129364,1787,29115,98177,6687,91362,128,285,0
"부산광역시","여자","60~64세",100248,1485,18868,78694,4078,74504,112,1201,0
"부산광역시","여자","65~69세",78045,1512,12825,56564,2219,54164,181,7144,0
"부산광역시","여자","70~74세",64310,1130,10505,46606,2015,44248,343,6069,0
"부산광역시","여자","75세 이상",89947,1791,15608,66209,2706,61389,2114,6339,0
"대구광역시","계","합계",2399159,151253,960269,1264973,164519,1098875,1579,22664,0
"대구광역시","계","0~4세",101724,46947,42432,11878,4432,7446,0,467,0
"대구광역시","계","5~9세",118779,22359,72819,23112,8726,14374,12,489,0
"대구광역시","계","10~14세",167851,18752,108368,40294,14954,25312,28,437,0
"대구광역시","계","15~19세",179245,13439,114159,51213,16719,34392,102,434,0
"대구광역시","계","20~24세",138441,6618,77617,52754,12825,39854,75,1452,0
"대구광역시","계","25~29세",167939,6562,89451,70763,16136,54574,53,1163,0
"대구광역시","계","30~34세",174284,4751,78242,90316,15270,75005,41,975,0
"대구광역시","계","35~39세",201619,4420,75107,121036,15714,105260,62,1056,0
"대구광역시","계","40~44세",217418,5720,66979,143886,13332,130478,76,833,0
"대구광역시","계","45~49세",218870,5587,58702,154209,11589,142509,111,372,0
"대구광역시","계","50~54세",200041,4933,53388,141440,11135,130154,151,280,0
"대구광역시","계","55~59세",148273,2940,36835,108310,8052,100139,119,188,0
"대구광역시","계","60~64세",113144,2242,27605,82619,5684,76844,91,678,0
"대구광역시","계","65~69세",89501,1763,20360,61975,3443,58426,106,5403,0
"대구광역시","계","70~74세",74179,1750,16712,51445,3141,48198,106,4272,0
"대구광역시","계","75세 이상",87851,2470,21493,59723,3367,55910,446,4165,0
"대구광역시","남자","합계",1169727,82400,489129,589640,81119,507772,749,8558,0
"대구광역시","남자","0~4세",53280,24433,22379,6169,2424,3745,0,299,0
"대구광역시","남자","5~9세",62410,11875,38192,12051,4509,7533,9,292,0
"대구광역시","남자","10~14세",89913,9954,58377,21412,8086,13312,14,170,0
"대구광역시","남자","15~19세",95864,7497,62283,25936,8829,17050,57,148,0
"대구광역시","남자","20~24세",66172,3828,37675,24512,6158,18318,36,157,0
"대구광역시","남자","25~29세",82511,3824,45815,32712,7813,24867,32,160,0
"대구광역시","남자","30~34세",85567,2820,40194,42309,7166,35114,29,244,0
"대구광역시","남자","35~39세",97688,2274,38342,56881,7638,49202,41,191,0
"대구광역시","남자","40~44세",105424,3000,34016,68147,6541,61560,46,261,0
"대구광역시","남자","45~49세",105671,3203,29323,73085,5491,67530,64,60,0
"대구광역시","남자","50~54세",97680,2953,27366,67303,5668,61544,91,58,0
"대구광역시","남자","55~59세",71224,1782,18215,51167,4112,46983,72,60,0
"대구광역시","남자","60~64세",54730,1413,13879,39126,2829,36241,56,312,0
"대구광역시","남자","65~69세",39846,1055,8981,27359,1527,25772,60,2451,0
"대구광역시","남자","70~74세",32638,1083,7412,22269,1295,20922,52,1874,0
"대구광역시","남자","75세 이상",29109,1406,6680,19202,1033,18079,90,1821,0
"대구광역시","여자","합계",1229432,68853,471140,675333,83400,591103,830,14106,0
"대구광역시","여자","0~4세",48444,22514,20053,5709,2008,3701,0,168,0
"대구광역시","여자","5~9세",56369,10484,34627,11061,4217,6841,3,197,0
